SNO,FILENAME,TIME_TAKEN,DB_SIZE,AVG_TIME_TAKEN_PER_FILE,AVG_SPACE_TAKEN_PER_FILE
177,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_257.pdf,1.029,0.8242,0.8241,0.0047
178,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_258.pdf,0.9106,0.8281,0.8246,0.0047
179,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_259.pdf,0.9118,0.832,0.8251,0.0046
180,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_26.pdf,0.9397,0.8359,0.8257,0.0046
181,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_260.pdf,0.9318,0.8398,0.8263,0.0046
182,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_261.pdf,0.8874,0.8438,0.8266,0.0046
183,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_262.pdf,0.8907,0.8477,0.827,0.0046
184,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_263.pdf,0.9113,0.8516,0.8274,0.0046
185,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_264.pdf,0.8854,0.8594,0.8277,0.0046
186,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_265.pdf,0.8731,0.8633,0.828,0.0046
187,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_266.pdf,0.8678,0.8672,0.8282,0.0046
188,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_267.pdf,0.8614,0.8711,0.8284,0.0046
189,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_268.pdf,0.815,0.875,0.8283,0.0046
190,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_269.pdf,0.8867,0.8789,0.8286,0.0046
191,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_27.pdf,0.8688,0.8828,0.8288,0.0046
192,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_270.pdf,0.8206,0.8867,0.8288,0.0046
193,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_271.pdf,0.8582,0.8945,0.8289,0.0046
194,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_272.pdf,0.842,0.8984,0.829,0.0046
195,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_273.pdf,0.8961,0.9023,0.8293,0.0046
196,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_274.pdf,0.8506,0.9062,0.8295,0.0046
197,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_275.pdf,0.8907,0.9102,0.8298,0.0046
198,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_276.pdf,0.8379,0.9141,0.8298,0.0046
199,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_277.pdf,0.8389,0.918,0.8298,0.0046
200,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_278.pdf,0.8254,0.9219,0.8298,0.0046
201,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_279.pdf,0.867,0.9336,0.83,0.0046
202,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_28.pdf,0.8995,0.9375,0.8304,0.0046
203,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_280.pdf,0.8765,0.9414,0.8306,0.0046
204,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_281.pdf,0.9866,0.9453,0.8313,0.0046
205,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_282.pdf,0.8842,0.9492,0.8316,0.0046
206,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_283.pdf,0.882,0.9531,0.8319,0.0046
207,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_284.pdf,0.8639,0.957,0.832,0.0046
208,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_285.pdf,0.9119,0.9609,0.8324,0.0046
209,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_286.pdf,0.9257,0.9688,0.8328,0.0046
210,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_287.pdf,0.8634,0.9727,0.833,0.0046
211,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_288.pdf,0.8744,0.9766,0.8332,0.0046
212,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_289.pdf,0.9276,0.9805,0.8336,0.0046
213,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_29.pdf,0.9124,0.9844,0.834,0.0046
214,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_290.pdf,0.8744,0.9883,0.8342,0.0046
215,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_291.pdf,0.915,0.9922,0.8346,0.0046
216,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_292.pdf,0.804,0.9961,0.8344,0.0046
217,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_293.pdf,0.8918,1.0039,0.8347,0.0046
218,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_294.pdf,0.9012,1.0078,0.835,0.0046
219,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_295.pdf,0.795,1.0117,0.8348,0.0046
220,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_296.pdf,0.8605,1.0156,0.8349,0.0046
221,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_297.pdf,0.8863,1.0195,0.8352,0.0046
222,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_298.pdf,0.988,1.0234,0.8358,0.0046
223,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_299.pdf,0.8308,1.0273,0.8358,0.0046
224,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_3.pdf,0.8025,1.0312,0.8357,0.0046
225,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_30.pdf,0.9376,1.0391,0.8361,0.0046
226,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_300.pdf,0.8847,1.043,0.8363,0.0046
227,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_301.pdf,0.8878,1.0469,0.8366,0.0046
228,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_302.pdf,0.9118,1.0508,0.8369,0.0046
229,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_303.pdf,0.8799,1.0547,0.8371,0.0046
230,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_304.pdf,0.863,1.0586,0.8372,0.0046
231,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_305.pdf,0.9395,1.0625,0.8376,0.0046
232,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_306.pdf,0.9158,1.0664,0.838,0.0046
233,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_307.pdf,0.8367,1.0742,0.838,0.0046
234,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_308.pdf,0.9052,1.0781,0.8383,0.0046
235,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_309.pdf,0.993,1.082,0.8389,0.0046
236,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_31.pdf,0.9749,1.0859,0.8395,0.0046
237,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_310.pdf,0.8771,1.0898,0.8396,0.0046
238,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_311.pdf,0.9387,1.0977,0.8401,0.0046
239,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_312.pdf,0.9114,1.1016,0.8404,0.0046
240,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_313.pdf,0.9706,1.1055,0.8409,0.0046
241,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_314.pdf,0.9384,1.1133,0.8413,0.0046
242,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_315.pdf,0.8998,1.1172,0.8416,0.0046
243,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_316.pdf,0.8144,1.1211,0.8414,0.0046
244,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_317.pdf,0.8992,1.125,0.8417,0.0046
245,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_318.pdf,0.8971,1.1289,0.8419,0.0046
246,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_319.pdf,0.9151,1.1328,0.8422,0.0046
247,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_32.pdf,0.8821,1.1367,0.8424,0.0046
248,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_320.pdf,0.9444,1.1406,0.8428,0.0046
249,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_321.pdf,0.8949,1.1484,0.843,0.0046
250,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_322.pdf,0.9025,1.1523,0.8432,0.0046
251,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_323.pdf,0.8956,1.1562,0.8434,0.0046
252,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_324.pdf,0.9332,1.1602,0.8438,0.0046
253,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_325.pdf,0.9065,1.1641,0.844,0.0046
254,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_326.pdf,0.9418,1.168,0.8444,0.0046
255,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_327.pdf,0.8828,1.1719,0.8446,0.0046
256,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_328.pdf,0.8333,1.1758,0.8445,0.0046
257,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_329.pdf,0.8463,1.1836,0.8445,0.0046
258,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_33.pdf,0.849,1.1875,0.8446,0.0046
259,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_330.pdf,0.8361,1.1914,0.8445,0.0046
260,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_331.pdf,0.8894,1.1953,0.8447,0.0046
261,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_332.pdf,0.8807,1.1992,0.8448,0.0046
262,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_333.pdf,0.8595,1.2031,0.8449,0.0046
263,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_334.pdf,0.8566,1.207,0.8449,0.0046
264,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_335.pdf,0.8407,1.2109,0.8449,0.0046
265,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_336.pdf,0.8375,1.2188,0.8449,0.0046
266,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_337.pdf,0.9297,1.2227,0.8452,0.0046
267,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_338.pdf,0.8349,1.2266,0.8452,0.0046
268,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_339.pdf,0.9187,1.2305,0.8454,0.0046
269,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_34.pdf,0.879,1.2344,0.8456,0.0046
270,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_340.pdf,0.8909,1.2383,0.8457,0.0046
271,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_341.pdf,0.9052,1.2422,0.846,0.0046
272,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_342.pdf,0.8865,1.2461,0.8461,0.0046
273,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_343.pdf,0.8939,1.2539,0.8463,0.0046
274,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_344.pdf,0.9233,1.2617,0.8466,0.0046
275,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_345.pdf,0.8474,1.2656,0.8466,0.0046
276,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_346.pdf,0.9085,1.2695,0.8468,0.0046
277,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_347.pdf,0.881,1.2734,0.8469,0.0046
278,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_348.pdf,0.9038,1.2773,0.8471,0.0046
279,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_349.pdf,0.9013,1.2812,0.8473,0.0046
280,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_35.pdf,0.8841,1.2852,0.8474,0.0046
281,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_350.pdf,0.8793,1.293,0.8476,0.0046
282,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_351.pdf,0.9279,1.2969,0.8478,0.0046
283,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_352.pdf,0.9049,1.3008,0.848,0.0046
284,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_353.pdf,0.8934,1.3047,0.8482,0.0046
285,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_354.pdf,0.8597,1.3086,0.8482,0.0046
286,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_355.pdf,0.9193,1.3125,0.8485,0.0046
287,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_356.pdf,1.023,1.3164,0.8491,0.0046
288,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_357.pdf,0.9457,1.3203,0.8494,0.0046
289,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_358.pdf,0.8755,1.3281,0.8495,0.0046
290,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_359.pdf,0.9774,1.332,0.85,0.0046
291,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_36.pdf,0.8903,1.3359,0.8501,0.0046
292,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_360.pdf,0.9075,1.3398,0.8503,0.0046
293,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_361.pdf,0.8818,1.3438,0.8504,0.0046
294,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_362.pdf,0.9123,1.3477,0.8506,0.0046
295,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_363.pdf,0.9008,1.3516,0.8508,0.0046
296,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_364.pdf,0.9236,1.3555,0.851,0.0046
297,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_365.pdf,0.8899,1.3633,0.8512,0.0046
298,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_366.pdf,0.9162,1.3672,0.8514,0.0046
299,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_367.pdf,0.8184,1.3711,0.8513,0.0046
300,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_368.pdf,0.8568,1.375,0.8513,0.0046
301,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_369.pdf,0.8727,1.3789,0.8514,0.0046
302,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_37.pdf,0.9046,1.3828,0.8515,0.0046
303,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_370.pdf,0.8881,1.3867,0.8517,0.0046
304,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_371.pdf,0.938,1.3906,0.8519,0.0046
305,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_372.pdf,0.9181,1.3984,0.8522,0.0046
306,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_373.pdf,0.9311,1.4023,0.8524,0.0046
307,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_374.pdf,0.9173,1.4062,0.8526,0.0046
308,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_375.pdf,0.9503,1.4102,0.8529,0.0046
309,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_376.pdf,0.8436,1.4141,0.8529,0.0046
310,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_377.pdf,0.9093,1.4219,0.8531,0.0046
311,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_378.pdf,0.7972,1.4258,0.8529,0.0046
312,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_379.pdf,0.7946,1.4297,0.8527,0.0046
313,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_38.pdf,0.8253,1.4375,0.8526,0.0046
314,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_380.pdf,0.8132,1.4414,0.8525,0.0046
315,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_381.pdf,0.8976,1.4453,0.8527,0.0046
316,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_382.pdf,0.9234,1.4492,0.8529,0.0046
317,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_383.pdf,0.8572,1.4531,0.8529,0.0046
318,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_384.pdf,0.9153,1.457,0.8531,0.0046
319,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_385.pdf,0.8531,1.4609,0.8531,0.0046
320,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_386.pdf,0.8016,1.4648,0.8529,0.0046
321,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_387.pdf,0.8836,1.4727,0.853,0.0046
322,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_388.pdf,0.9089,1.4766,0.8532,0.0046
323,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_389.pdf,0.8328,1.4805,0.8531,0.0046
324,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_39.pdf,0.8967,1.4844,0.8533,0.0046
325,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_390.pdf,0.8718,1.4883,0.8533,0.0046
326,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_391.pdf,0.9331,1.4922,0.8536,0.0046
327,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_392.pdf,0.7827,1.4961,0.8534,0.0046
328,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_393.pdf,0.8209,1.5,0.8533,0.0046
329,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_394.pdf,0.8607,1.5078,0.8533,0.0046
330,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_395.pdf,0.9449,1.5117,0.8536,0.0046
331,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_396.pdf,0.901,1.5156,0.8537,0.0046
332,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_397.pdf,0.9318,1.5195,0.8539,0.0046
333,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_398.pdf,0.8842,1.5234,0.854,0.0046
334,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_399.pdf,0.9261,1.5273,0.8542,0.0046
335,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_4.pdf,0.888,1.5312,0.8543,0.0046
336,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_40.pdf,0.9391,1.5352,0.8546,0.0046
337,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_400.pdf,0.9136,1.543,0.8548,0.0046
338,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_401.pdf,0.9366,1.5469,0.855,0.0046
339,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_402.pdf,1.0077,1.5508,0.8555,0.0046
340,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_403.pdf,0.9952,1.5547,0.8559,0.0046
341,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_404.pdf,1.0041,1.5586,0.8563,0.0046
342,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_405.pdf,0.9928,1.5625,0.8567,0.0046
343,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_406.pdf,0.977,1.5664,0.8571,0.0046
344,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_407.pdf,0.8865,1.5703,0.8571,0.0046
345,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_408.pdf,0.9282,1.5781,0.8574,0.0046
346,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_409.pdf,0.8174,1.582,0.8572,0.0046
347,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_41.pdf,0.9763,1.5898,0.8576,0.0046
348,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_410.pdf,1.005,1.5938,0.858,0.0046
349,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_411.pdf,0.9947,1.5977,0.8584,0.0046
350,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_412.pdf,0.9922,1.6016,0.8588,0.0046
351,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_413.pdf,1.0109,1.6055,0.8592,0.0046
352,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_414.pdf,0.961,1.6094,0.8595,0.0046
353,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_415.pdf,0.8341,1.6172,0.8594,0.0046
354,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_416.pdf,0.7732,1.6211,0.8592,0.0046
355,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_417.pdf,0.7372,1.625,0.8588,0.0046
356,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_418.pdf,0.7736,1.6289,0.8586,0.0046
357,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_419.pdf,0.7808,1.6328,0.8584,0.0046
358,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_42.pdf,0.7504,1.6367,0.8581,0.0046
359,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_420.pdf,0.7464,1.6406,0.8578,0.0046
360,011549 Ramco Publicis_Ramco Pte Ltd_Master Services Agreement _18th Nov_RS (2)_copy_421.pdf,0.7203,1.6445,0.8574,0.0046
